auc,precision,recall,f1,tn,fp,fn,tp,flagged_points,flagged_rate_%,n_eval,hybrid,configuration,thresholds,q_MP,q_Z,q_LOF,q_IF
0.6145568132858094,0.22123176661264182,0.3760330578512397,0.2785714285714286,5580,961,453,273,1234,16.980872437044173,7267,MP OR LOF OR IF,MP@p90 OR LOF@p97 OR IF@p95,"{'MP': 1.8793718691491197, 'LOF': 2.2258052829967334, 'IF': 0.5521145861141614}",90,,97.0,95.0
0.6233777364477423,0.2053629823413996,0.4325068870523416,0.27849223946784923,5326,1215,412,314,1529,21.040319251410487,7267,MP OR Z OR IF,MP@p92 OR Z@p95 OR IF@p90,"{'MP': 1.9369064888021124, 'Z': 2.267401904240304, 'IF': 0.5088267634912716}",92,95.0,,90.0
0.6230719728030398,0.20482713633398564,0.4325068870523416,0.2779991146525011,5322,1219,412,314,1533,21.095362598045963,7267,MP OR LOF OR IF,MP@p92 OR LOF@p95 OR IF@p90,"{'MP': 1.9369064888021124, 'LOF': 1.6196991083641434, 'IF': 0.5088267634912716}",92,,95.0,90.0
0.6223817935017222,0.2056878306878307,0.4283746556473829,0.2779267202859696,5340,1201,415,311,1512,20.806385028209714,7267,MP OR Z OR IF,MP@p97 OR Z@p90 OR IF@p90,"{'MP': 2.1274994965344325, 'Z': 1.9618615113881033, 'IF': 0.5088267634912716}",97,90.0,,90.0
0.6124105715042604,0.22419627749576987,0.3650137741046832,0.2777777777777778,5624,917,461,265,1182,16.265308930782993,7267,MP OR LOF OR IF,MP@p90 OR LOF@p98 OR IF@p95,"{'MP': 1.8793718691491197, 'LOF': 2.973435120910082, 'IF': 0.5521145861141614}",90,,98.0,95.0
0.6173204786253945,0.21281296023564064,0.39807162534435264,0.27735124760076774,5472,1069,437,289,1358,18.68721618274391,7267,MP OR LOF OR IF,MP@p98 OR LOF@p92 OR IF@p90,"{'MP': 2.1902390667101694, 'LOF': 1.3088481160078147, 'IF': 0.5088267634912716}",98,,92.0,90.0
0.6222303857465287,0.20404172099087353,0.43112947658402206,0.27699115044247785,5320,1221,413,313,1534,21.10912343470483,7267,MP OR LOF OR IF,MP@p90 OR LOF@p95 OR IF@p92,"{'MP': 1.8793718691491197, 'LOF': 1.6196991083641434, 'IF': 0.5192546708495505}",90,,95.0,92.0
0.6072728157167567,0.23615160349854228,0.3347107438016529,0.27692307692307694,5755,786,483,243,1029,14.159900921976057,7267,MP OR LOF OR IF,MP@p98 OR LOF@p92 OR IF@p95,"{'MP': 2.1902390667101694, 'LOF': 1.3088481160078147, 'IF': 0.5521145861141614}",98,,92.0,95.0
0.595536819460045,0.2974683544303797,0.25895316804407714,0.2768777614138439,6097,444,538,188,632,8.696848768405118,7267,MP OR Z OR IF,MP@p99 OR Z@p95 OR IF@p97,"{'MP': 2.2699698509656385, 'Z': 2.267401904240304, 'IF': 0.5959098956330237}",99,95.0,,97.0
0.6183958106169056,0.20933521923620935,0.40771349862258954,0.2766355140186916,5423,1118,430,296,1414,19.457823035640565,7267,MP OR LOF OR IF,MP@p97 OR LOF@p92 OR IF@p90,"{'MP': 2.1274994965344325, 'LOF': 1.3088481160078147, 'IF': 0.5088267634912716}",97,,92.0,90.0
0.6214652396011932,0.2033898305084746,0.4297520661157025,0.2761061946902655,5319,1222,414,312,1534,21.10912343470483,7267,MP OR Z OR IF,MP@p90 OR Z@p95 OR IF@p92,"{'MP': 1.8793718691491197, 'Z': 2.267401904240304, 'IF': 0.5192546708495505}",90,95.0,,92.0
0.5893244687146093,0.3695150115473441,0.22038567493112948,0.27610008628127697,6268,273,566,160,433,5.958442273290216,7267,MP OR LOF OR IF,MP@p99 OR LOF@p98 OR IF@p97,"{'MP': 2.2699698509656385, 'LOF': 2.973435120910082, 'IF': 0.5959098956330237}",99,,98.0,97.0
0.6011376429160754,0.25744934445768775,0.2975206611570248,0.276038338658147,5918,623,510,216,839,11.545341956790972,7267,MP OR Z OR IF,MP@p92 OR Z@p99 OR IF@p97,"{'MP': 1.9369064888021124, 'Z': 3.0736821262882095, 'IF': 0.5959098956330237}",92,99.0,,97.0
0.6101893628786931,0.22502172024326672,0.35674931129476584,0.27597229621736813,5649,892,467,259,1151,15.838722994358056,7267,MP OR Z OR IF,MP@p98 OR Z@p90 OR IF@p95,"{'MP': 2.1902390667101694, 'Z': 1.9618615113881033, 'IF': 0.5521145861141614}",98,90.0,,95.0
0.6081952658859164,0.22999080036798528,0.3443526170798898,0.27578599007170435,5704,837,476,250,1087,14.95802944819045,7267,MP OR LOF OR IF,MP@p97 OR LOF@p92 OR IF@p95,"{'MP': 2.1274994965344325, 'LOF': 1.3088481160078147, 'IF': 0.5521145861141614}",97,,92.0,95.0
0.6184744626288177,0.2072072072072072,0.4118457300275482,0.2757030889810973,5397,1144,427,299,1443,19.856887298747765,7267,MP OR LOF OR IF,MP@p90 OR LOF@p99 OR IF@p90,"{'MP': 1.8793718691491197, 'LOF': 4.376959565620132, 'IF': 0.5088267634912716}",90,,99.0,90.0
0.6112646948702042,0.2203811101905551,0.36639118457300274,0.2752198654940507,5600,941,460,266,1207,16.609329847254713,7267,MP OR LOF OR IF,MP@p95 OR LOF@p92 OR IF@p95,"{'MP': 2.0441557230389535, 'LOF': 1.3088481160078147, 'IF': 0.5521145861141614}",95,,92.0,95.0
0.6213138318459995,0.20179948586118251,0.4325068870523416,0.2751971954425942,5299,1242,412,314,1556,21.411861841199944,7267,MP OR LOF OR IF,MP@p90 OR LOF@p97 OR IF@p90,"{'MP': 1.8793718691491197, 'LOF': 2.2258052829967334, 'IF': 0.5088267634912716}",90,,97.0,90.0
0.6137196484307712,0.21467181467181468,0.38292011019283745,0.2751113310242454,5524,1017,448,278,1295,17.820283473235172,7267,MP OR LOF OR IF,MP@p99 OR LOF@p90 OR IF@p92,"{'MP': 2.2699698509656385, 'LOF': 1.2515862974260574, 'IF': 0.5192546708495505}",99,,90.0,92.0
0.5887886453028008,0.3697674418604651,0.2190082644628099,0.2750865051903114,6270,271,567,159,430,5.9171597633136095,7267,MP OR LOF OR IF,MP@p98 OR LOF@p99 OR IF@p97,"{'MP': 2.1902390667101694, 'LOF': 4.376959565620132, 'IF': 0.5959098956330237}",98,,99.0,97.0
0.6152543629229152,0.211070110701107,0.3939393939393939,0.2748678519942335,5472,1069,440,286,1355,18.645933672767303,7267,MP OR Z OR IF,MP@p90 OR Z@p95 OR IF@p95,"{'MP': 1.8793718691491197, 'Z': 2.267401904240304, 'IF': 0.5521145861141614}",90,95.0,,95.0
0.6146413615663522,0.2114668652271035,0.39118457300275483,0.27452875785403574,5482,1059,442,284,1343,18.480803632860876,7267,MP OR LOF OR IF,MP@p90 OR LOF@p95 OR IF@p95,"{'MP': 1.8793718691491197, 'LOF': 1.6196991083641434, 'IF': 0.5521145861141614}",90,,95.0,95.0
0.5904769786508748,0.3373493975903614,0.23140495867768596,0.27450980392156865,6211,330,558,168,498,6.852896656116692,7267,MP OR LOF OR IF,MP@p99 OR LOF@p97 OR IF@p97,"{'MP': 2.2699698509656385, 'LOF': 2.2258052829967334, 'IF': 0.5959098956330237}",99,,97.0,97.0
0.610882490314326,0.21947194719471946,0.36639118457300274,0.27450980392156865,5595,946,460,266,1212,16.678134030549057,7267,MP OR Z OR IF,MP@p97 OR Z@p90 OR IF@p95,"{'MP': 2.1274994965344325, 'Z': 1.9618615113881033, 'IF': 0.5521145861141614}",97,90.0,,95.0
0.6196277095986621,0.2028985507246377,0.42424242424242425,0.27450980392156865,5331,1210,418,308,1518,20.88895004816293,7267,MP OR LOF OR IF,MP@p95 OR LOF@p92 OR IF@p90,"{'MP': 2.0441557230389535, 'LOF': 1.3088481160078147, 'IF': 0.5088267634912716}",95,,92.0,90.0
0.6193212089203806,0.20304232804232805,0.4228650137741047,0.2743521000893655,5336,1205,419,307,1512,20.806385028209714,7267,MP OR Z OR IF,MP@p95 OR Z@p90 OR IF@p92,"{'MP': 2.0441557230389535, 'Z': 1.9618615113881033, 'IF': 0.5192546708495505}",95,90.0,,92.0
0.6190911491532747,0.20332225913621263,0.4214876033057851,0.27431645002241145,5342,1199,420,306,1505,20.71005917159763,7267,MP OR LOF OR IF,MP@p90 OR LOF@p98 OR IF@p90,"{'MP': 1.8793718691491197, 'LOF': 2.973435120910082, 'IF': 0.5088267634912716}",90,,98.0,90.0
0.5898647143278906,0.33669354838709675,0.23002754820936638,0.2733224222585925,6212,329,559,167,496,6.825374982798954,7267,MP OR LOF OR IF,MP@p97 OR LOF@p99 OR IF@p97,"{'MP': 2.1274994965344325, 'LOF': 4.376959565620132, 'IF': 0.5959098956330237}",97,,99.0,97.0
0.6158717864809511,0.20602662929222143,0.4049586776859504,0.2731072921504877,5408,1133,432,294,1427,19.636713912205863,7267,MP OR LOF OR IF,MP@p99 OR LOF@p90 OR IF@p90,"{'MP': 2.2699698509656385, 'LOF': 1.2515862974260574, 'IF': 0.5088267634912716}",99,,90.0,90.0
0.6212425501698757,0.1972956361401352,0.44214876033057854,0.272843178920527,5235,1306,405,321,1627,22.388881243979633,7267,MP OR Z OR IF,MP@p95 OR Z@p90 OR IF@p90,"{'MP': 2.0441557230389535, 'Z': 1.9618615113881033, 'IF': 0.5088267634912716}",95,90.0,,90.0
0.6199386324784165,0.19886363636363635,0.43388429752066116,0.2727272727272727,5272,1269,411,315,1584,21.797165267648275,7267,MP OR Z OR IF,MP@p92 OR Z@p92 OR IF@p92,"{'MP': 1.9369064888021124, 'Z': 2.052402690752, 'IF': 0.5192546708495505}",92,92.0,,92.0
0.621933466504772,0.19601930036188178,0.4476584022038568,0.2726510067114094,5208,1333,401,325,1658,22.815467180404568,7267,MP OR Z OR IF,MP@p90 OR Z@p95 OR IF@p90,"{'MP': 1.8793718691491197, 'Z': 2.267401904240304, 'IF': 0.5088267634912716}",90,95.0,,90.0
0.5934714407911446,0.29107981220657275,0.256198347107438,0.2725274725274725,6088,453,540,186,639,8.793174625017201,7267,MP OR LOF OR IF,MP@p99 OR LOF@p95 OR IF@p97,"{'MP': 2.2699698509656385, 'LOF': 1.6196991083641434, 'IF': 0.5959098956330237}",99,,95.0,97.0
0.6132646881316115,0.20947446336047373,0.38980716253443526,0.2725084256138662,5473,1068,443,283,1351,18.590890326131827,7267,MP OR LOF OR IF,MP@p98 OR LOF@p90 OR IF@p92,"{'MP': 2.1902390667101694, 'LOF': 1.2515862974260574, 'IF': 0.5192546708495505}",98,,90.0,92.0
0.6216277028600693,0.19554753309265946,0.4476584022038568,0.2721943048576214,5204,1337,401,325,1662,22.870510527040043,7267,MP OR LOF OR IF,MP@p90 OR LOF@p95 OR IF@p90,"{'MP': 1.8793718691491197, 'LOF': 1.6196991083641434, 'IF': 0.5088267634912716}",90,,95.0,90.0
0.5949297143721126,0.27714285714285714,0.26721763085399447,0.2720897615708275,6035,506,532,194,700,9.632585661208202,7267,MP OR Z OR IF,MP@p98 OR Z@p95 OR IF@p97,"{'MP': 2.1902390667101694, 'Z': 2.267401904240304, 'IF': 0.5959098956330237}",98,95.0,,97.0
0.6144164610342981,0.20625889046941678,0.39944903581267216,0.27204502814258913,5425,1116,436,290,1406,19.347736342369615,7267,MP OR LOF OR IF,MP@p97 OR LOF@p90 OR IF@p92,"{'MP': 2.1274994965344325, 'LOF': 1.2515862974260574, 'IF': 0.5192546708495505}",97,,90.0,92.0
0.616872888662023,0.20079260237780713,0.418732782369146,0.2714285714285714,5331,1210,422,304,1514,20.833906701527454,7267,MP OR LOF OR IF,MP@p95 OR LOF@p90 OR IF@p92,"{'MP': 2.0441557230389535, 'LOF': 1.2515862974260574, 'IF': 0.5192546708495505}",95,,90.0,92.0
0.5888702454490282,0.33266533066132264,0.22865013774104684,0.2710204081632653,6208,333,560,166,499,6.866657492775561,7267,MP OR LOF OR IF,MP@p98 OR LOF@p98 OR IF@p97,"{'MP': 2.1902390667101694, 'LOF': 2.973435120910082, 'IF': 0.5959098956330237}",98,,98.0,97.0
0.6115807769850103,0.20848845867460908,0.3856749311294766,0.2706621556307395,5478,1063,446,280,1343,18.480803632860876,7267,MP OR Z OR IF,MP@p95 OR Z@p90 OR IF@p95,"{'MP': 2.0441557230389535, 'Z': 1.9618615113881033, 'IF': 0.5521145861141614}",95,90.0,,95.0
0.6207890639378736,0.19260129183793306,0.45179063360881544,0.2700699876492384,5166,1375,398,328,1703,23.43470483005367,7267,MP OR Z OR IF,MP@p92 OR Z@p92 OR IF@p90,"{'MP': 1.9369064888021124, 'Z': 2.052402690752, 'IF': 0.5088267634912716}",92,92.0,,90.0
0.614804561858807,0.2012153950033761,0.41046831955922863,0.2700498414136837,5358,1183,428,298,1481,20.37979909178478,7267,MP OR LOF OR IF,MP@p98 OR LOF@p90 OR IF@p90,"{'MP': 2.1902390667101694, 'LOF': 1.2515862974260574, 'IF': 0.5088267634912716}",98,,90.0,90.0
0.5900991962964696,0.30905861456483125,0.2396694214876033,0.2699767261442979,6152,389,552,174,563,7.747351038943168,7267,MP OR LOF OR IF,MP@p98 OR LOF@p97 OR IF@p97,"{'MP': 2.1902390667101694, 'LOF': 2.2258052829967334, 'IF': 0.5959098956330237}",98,,97.0,97.0
0.6129633466883817,0.20424028268551236,0.39807162534435264,0.26996730499766464,5415,1126,437,289,1415,19.471583872299437,7267,MP OR Z OR IF,MP@p92 OR Z@p92 OR IF@p95,"{'MP': 1.9369064888021124, 'Z': 2.052402690752, 'IF': 0.5521145861141614}",92,92.0,,95.0
0.5953935190742184,0.2630890052356021,0.2768595041322314,0.2697986577181208,5978,563,525,201,764,10.513279207375808,7267,MP OR Z OR IF,MP@p97 OR Z@p95 OR IF@p97,"{'MP': 2.1274994965344325, 'Z': 2.267401904240304, 'IF': 0.5959098956330237}",97,95.0,,97.0
0.6045238910487482,0.2235294117647059,0.3402203856749311,0.269797924631349,5683,858,479,247,1105,15.20572450805009,7267,MP OR LOF OR IF,MP@p99 OR LOF@p90 OR IF@p95,"{'MP': 2.2699698509656385, 'LOF': 1.2515862974260574, 'IF': 0.5521145861141614}",99,,90.0,95.0
0.6160327756726695,0.1986970684039088,0.4201101928374656,0.2697921273772667,5311,1230,421,305,1535,21.1228842713637,7267,MP OR LOF OR IF,MP@p97 OR LOF@p90 OR IF@p90,"{'MP': 2.1274994965344325, 'LOF': 1.2515862974260574, 'IF': 0.5088267634912716}",97,,90.0,90.0
0.5900227553852938,0.30851063829787234,0.2396694214876033,0.26976744186046514,6151,390,552,174,564,7.761111875602037,7267,MP OR LOF OR IF,MP@p97 OR LOF@p98 OR IF@p97,"{'MP': 2.1274994965344325, 'LOF': 2.973435120910082, 'IF': 0.5959098956330237}",97,,98.0,97.0
0.6168001329187414,0.197444089456869,0.4256198347107438,0.2697512003491925,5285,1256,417,309,1565,21.535709371129766,7267,MP OR LOF OR IF,MP@p92 OR LOF@p92 OR IF@p92,"{'MP': 1.9369064888021124, 'LOF': 1.3088481160078147, 'IF': 0.5192546708495505}",92,,92.0,92.0
0.5913281471439106,0.2902711323763955,0.25068870523415976,0.2690317812269032,6096,445,544,182,627,8.628044585110775,7267,MP OR LOF OR IF,MP@p97 OR LOF@p97 OR IF@p97,"{'MP': 2.1274994965344325, 'LOF': 2.2258052829967334, 'IF': 0.5959098956330237}",97,,97.0,97.0
0.5987709228039453,0.24175824175824176,0.30303030303030304,0.26894865525672373,5851,690,506,220,910,12.522361359570661,7267,MP OR Z OR IF,MP@p92 OR Z@p98 OR IF@p97,"{'MP': 1.9369064888021124, 'Z': 2.724585907467929, 'IF': 0.5959098956330237}",92,98.0,,97.0
0.5932465402590905,0.27350427350427353,0.2644628099173554,0.2689075630252101,6031,510,534,192,702,9.66010733452594,7267,MP OR LOF OR IF,MP@p98 OR LOF@p95 OR IF@p97,"{'MP': 2.1902390667101694, 'LOF': 1.6196991083641434, 'IF': 0.5959098956330237}",98,,95.0,97.0
0.6004592561520193,0.23415132924335377,0.3154269972451791,0.2687793427230047,5792,749,497,229,978,13.458098252373745,7267,MP OR Z OR IF,MP@p90 OR Z@p99 OR IF@p97,"{'MP': 1.8793718691491197, 'Z': 3.0736821262882095, 'IF': 0.5959098956330237}",90,99.0,,97.0
0.5913288841774895,0.28728414442700156,0.25206611570247933,0.26852531181217903,6087,454,543,183,637,8.765652951699463,7267,MP OR LOF OR IF,MP@p95 OR LOF@p99 OR IF@p97,"{'MP': 2.0441557230389535, 'LOF': 4.376959565620132, 'IF': 0.5959098956330237}",95,,99.0,97.0
0.6174175564767774,0.19364691508857668,0.4366391184573003,0.26830300465509943,5221,1320,409,317,1637,22.526489610568323,7267,MP OR LOF OR IF,MP@p95 OR LOF@p90 OR IF@p90,"{'MP': 2.0441557230389535, 'LOF': 1.2515862974260574, 'IF': 0.5088267634912716}",95,,90.0,90.0
0.5996941100066838,0.2331288343558282,0.3140495867768595,0.2676056338028169,5791,750,498,228,978,13.458098252373745,7267,MP OR Z OR IF,MP@p92 OR Z@p97 OR IF@p97,"{'MP': 1.9369064888021124, 'Z': 2.5133716943799493, 'IF': 0.5959098956330237}",92,97.0,,97.0
0.5940161086058988,0.26115485564304464,0.2741046831955923,0.2674731182795699,5978,563,527,199,762,10.48575753405807,7267,MP OR LOF OR IF,MP@p97 OR LOF@p95 OR IF@p97,"{'MP': 2.1274994965344325, 'LOF': 1.6196991083641434, 'IF': 0.5959098956330237}",97,,95.0,97.0
0.6040689307495885,0.21705426356589147,0.34710743801652894,0.2670906200317965,5632,909,474,252,1161,15.976331360946746,7267,MP OR LOF OR IF,MP@p98 OR LOF@p90 OR IF@p95,"{'MP': 2.1902390667101694, 'LOF': 1.2515862974260574, 'IF': 0.5521145861141614}",98,,90.0,95.0
0.6083665735477385,0.20599250936329588,0.3787878787878788,0.2668607472100922,5481,1060,451,275,1335,18.370716939589926,7267,MP OR LOF OR IF,MP@p95 OR LOF@p90 OR IF@p95,"{'MP': 2.0441557230389535, 'LOF': 1.2515862974260574, 'IF': 0.5521145861141614}",95,,90.0,95.0
0.6051442627410994,0.21281840591618734,0.35674931129476584,0.26659804426145134,5583,958,467,259,1217,16.7469382138434,7267,MP OR LOF OR IF,MP@p97 OR LOF@p90 OR IF@p95,"{'MP': 2.1274994965344325, 'LOF': 1.2515862974260574, 'IF': 0.5521145861141614}",97,,90.0,95.0
0.5970105707461686,0.24031007751937986,0.2988980716253444,0.2664211172498465,5855,686,509,217,903,12.42603550295858,7267,MP OR Z OR IF,MP@p95 OR Z@p95 OR IF@p97,"{'MP': 2.0441557230389535, 'Z': 2.267401904240304, 'IF': 0.5959098956330237}",95,95.0,,97.0
0.5933274033717391,0.26018396846254926,0.2727272727272727,0.26630800268997984,5978,563,528,198,761,10.471996697399202,7267,MP OR LOF OR IF,MP@p95 OR LOF@p97 OR IF@p97,"{'MP': 2.0441557230389535, 'LOF': 2.2258052829967334, 'IF': 0.5959098956330237}",95,,97.0,97.0
0.6089825230386169,0.20259552992069213,0.38705234159779617,0.2659725508755324,5435,1106,445,281,1387,19.08628044585111,7267,MP OR LOF OR IF,MP@p92 OR LOF@p92 OR IF@p95,"{'MP': 1.9369064888021124, 'LOF': 1.3088481160078147, 'IF': 0.5521145861141614}",92,,92.0,95.0
0.5963975693896055,0.24130190796857465,0.29614325068870523,0.2659245516388373,5865,676,511,215,891,12.260905463052154,7267,MP OR LOF OR IF,MP@p95 OR LOF@p95 OR IF@p97,"{'MP': 2.0441557230389535, 'LOF': 1.6196991083641434, 'IF': 0.5959098956330237}",95,,95.0,97.0
0.591639807057244,0.2702702702702703,0.26170798898071623,0.26592022393282017,6028,513,536,190,703,9.673868171184807,7267,MP OR LOF OR IF,MP@p95 OR LOF@p98 OR IF@p97,"{'MP': 2.0441557230389535, 'LOF': 2.973435120910082, 'IF': 0.5959098956330237}",95,,98.0,97.0
0.6163503318546334,0.18982850384387936,0.44214876033057854,0.2656185353744311,5171,1370,405,321,1691,23.269574790147242,7267,MP OR LOF OR IF,MP@p92 OR LOF@p92 OR IF@p90,"{'MP': 1.9369064888021124, 'LOF': 1.3088481160078147, 'IF': 0.5088267634912716}",92,,92.0,90.0
0.616581128655318,0.18911007025761123,0.44490358126721763,0.2654067378800329,5156,1385,403,323,1708,23.503509013348012,7267,MP OR Z OR IF,MP@p90 OR Z@p92 OR IF@p92,"{'MP': 1.8793718691491197, 'Z': 2.052402690752, 'IF': 0.5192546708495505}",90,92.0,,92.0
0.6157380675316493,0.18946121965660154,0.44077134986225897,0.2650103519668737,5172,1369,406,320,1689,23.242053116829503,7267,MP OR LOF OR IF,MP@p90 OR LOF@p92 OR IF@p92,"{'MP': 1.8793718691491197, 'LOF': 1.3088481160078147, 'IF': 0.5192546708495505}",90,,92.0,92.0
0.5928694949382639,0.25611325611325614,0.2741046831955923,0.2648037258815702,5963,578,527,199,777,10.692170083941104,7267,MP OR IF,MP@p92 OR IF@p97,"{'MP': 1.9369064888021124, 'IF': 0.5959098956330237}",92,,,97.0
0.6155859227428768,0.18871252204585537,0.44214876033057854,0.26452410383189123,5161,1380,405,321,1701,23.40718315673593,7267,MP OR Z OR IF,MP@p92 OR Z@p90 OR IF@p92,"{'MP': 1.9369064888021124, 'Z': 1.9618615113881033, 'IF': 0.5192546708495505}",92,90.0,,92.0
0.6143606570633297,0.1885002963841138,0.4380165289256198,0.2635723166183174,5172,1369,408,318,1687,23.214531443511767,7267,MP OR LOF OR IF,MP@p92 OR LOF@p90 OR IF@p92,"{'MP': 1.9369064888021124, 'LOF': 1.2515862974260574, 'IF': 0.5192546708495505}",92,,90.0,92.0
0.6175080010259507,0.18400876232201532,0.4628099173553719,0.26332288401253917,5051,1490,390,336,1826,25.127287739094537,7267,MP OR Z OR IF,MP@p90 OR Z@p92 OR IF@p90,"{'MP': 1.8793718691491197, 'Z': 2.052402690752, 'IF': 0.5088267634912716}",90,92.0,,90.0
0.6169714405805634,0.18422504136789852,0.46005509641873277,0.2630957069712485,5062,1479,392,334,1813,24.948396862529243,7267,MP OR Z OR IF,MP@p92 OR Z@p90 OR IF@p90,"{'MP': 1.9369064888021124, 'Z': 1.9618615113881033, 'IF': 0.5088267634912716}",92,90.0,,90.0
0.5980925360398892,0.2221163012392755,0.3209366391184573,0.26253521126760565,5725,816,493,233,1049,14.435117655153434,7267,MP OR Z OR IF,MP@p90 OR Z@p98 OR IF@p97,"{'MP': 1.8793718691491197, 'Z': 2.724585907467929, 'IF': 0.5959098956330237}",90,98.0,,97.0
0.609452961042932,0.1927319922128488,0.4090909090909091,0.2620202911336568,5297,1244,429,297,1541,21.205449291316913,7267,MP OR Z OR IF,MP@p90 OR Z@p92 OR IF@p95,"{'MP': 1.8793718691491197, 'Z': 2.052402690752, 'IF': 0.5521145861141614}",90,92.0,,95.0
0.599168605064979,0.21614349775784752,0.3319559228650138,0.2618142313959804,5667,874,485,241,1115,15.343332874638778,7267,MP OR Z OR IF,MP@p90 OR Z@p97 OR IF@p97,"{'MP': 1.8793718691491197, 'Z': 2.5133716943799493, 'IF': 0.5959098956330237}",90,97.0,,97.0
0.5925681534950342,0.2437574316290131,0.28236914600550966,0.2616464582003829,5905,636,521,205,841,11.57286363010871,7267,MP OR Z OR IF,MP@p99 OR Z@p92 OR IF@p97,"{'MP': 2.2699698509656385, 'Z': 2.052402690752, 'IF': 0.5959098956330237}",99,92.0,,97.0
0.615364707378717,0.18302094818081588,0.4573002754820937,0.2614173228346457,5059,1482,394,332,1814,24.96215769918811,7267,MP OR LOF OR IF,MP@p90 OR LOF@p92 OR IF@p90,"{'MP': 1.8793718691491197, 'LOF': 1.3088481160078147, 'IF': 0.5088267634912716}",90,,92.0,90.0
0.5792136314992148,0.4631578947368421,0.18181818181818182,0.26112759643916916,6388,153,594,132,285,3.921838447777625,7267,MP OR Z OR IF,MP@p99 OR Z@p99 OR IF@p98,"{'MP': 2.2699698509656385, 'Z': 3.0736821262882095, 'IF': 0.6219906684811574}",99,99.0,,98.0
0.6083048733081393,0.19205729166666666,0.40633608815426997,0.2608311229000884,5300,1241,431,295,1536,21.136645108022567,7267,MP OR Z OR IF,MP@p92 OR Z@p90 OR IF@p95,"{'MP': 1.9369064888021124, 'Z': 1.9618615113881033, 'IF': 0.5521145861141614}",92,90.0,,95.0
0.6077675758291733,0.19299405155320556,0.4022038567493113,0.26083072800357304,5320,1221,434,292,1513,20.820145864868586,7267,MP OR LOF OR IF,MP@p90 OR LOF@p92 OR IF@p95,"{'MP': 1.8793718691491197, 'LOF': 1.3088481160078147, 'IF': 0.5521145861141614}",90,,92.0,95.0
0.6143695014662757,0.18262313226342003,0.45454545454545453,0.26056060007895776,5064,1477,396,330,1807,24.86583184257603,7267,MP OR LOF OR IF,MP@p92 OR LOF@p90 OR IF@p90,"{'MP': 1.9369064888021124, 'LOF': 1.2515862974260574, 'IF': 0.5088267634912716}",92,,90.0,90.0
0.580596201202586,0.3949579831932773,0.19421487603305784,0.26038781163434904,6325,216,585,141,357,4.912618687216183,7267,MP OR Z OR IF,MP@p98 OR Z@p99 OR IF@p98,"{'MP': 2.1902390667101694, 'Z': 3.0736821262882095, 'IF': 0.6219906684811574}",98,99.0,,98.0
0.6136043553209402,0.18206972883231876,0.453168044077135,0.2597710225029609,5063,1478,397,329,1807,24.86583184257603,7267,MP OR LOF OR IF,MP@p90 OR LOF@p90 OR IF@p92,"{'MP': 1.8793718691491197, 'LOF': 1.2515862974260574, 'IF': 0.5192546708495505}",90,,90.0,92.0
0.6063901653608538,0.19192587690271343,0.39944903581267216,0.25927581582476533,5320,1221,436,290,1511,20.792624191550846,7267,MP OR LOF OR IF,MP@p92 OR LOF@p90 OR IF@p95,"{'MP': 1.9369064888021124, 'LOF': 1.2515862974260574, 'IF': 0.5521145861141614}",92,,90.0,95.0
0.5815193884053247,0.35058823529411764,0.20523415977961432,0.25890529973935705,6265,276,577,149,425,5.848355580019265,7267,MP OR Z OR IF,MP@p97 OR Z@p99 OR IF@p98,"{'MP': 2.1274994965344325, 'Z': 3.0736821262882095, 'IF': 0.6219906684811574}",97,99.0,,98.0
0.5921139302294534,0.2326350606394708,0.290633608815427,0.258420085731782,5845,696,515,211,907,12.481078849594056,7267,MP OR Z OR IF,MP@p98 OR Z@p92 OR IF@p97,"{'MP': 2.1902390667101694, 'Z': 2.052402690752, 'IF': 0.5959098956330237}",98,92.0,,97.0
0.5921911081742078,0.2314410480349345,0.29201101928374656,0.2582216808769793,5837,704,514,212,916,12.604926379523874,7267,MP OR IF,MP@p90 OR IF@p97,"{'MP': 1.8793718691491197, 'IF': 0.5959098956330237}",90,,,97.0
0.612304859830954,0.18037280701754385,0.453168044077135,0.2580392156862745,5046,1495,397,329,1824,25.099766065776798,7267,MP OR Z OR IF,MP@p90 OR Z@p90 OR IF@p92,"{'MP': 1.8793718691491197, 'Z': 1.9618615113881033, 'IF': 0.5192546708495505}",90,90.0,,92.0
0.5842080869008918,0.2929824561403509,0.23002754820936638,0.25771604938271603,6138,403,559,167,570,7.84367689555525,7267,MP OR Z OR IF,MP@p95 OR Z@p99 OR IF@p98,"{'MP': 2.0441557230389535, 'Z': 3.0736821262882095, 'IF': 0.6219906684811574}",95,99.0,,98.0
0.6136896406350618,0.1770508826583593,0.4696969696969697,0.2571644042232277,4956,1585,385,341,1926,26.503371404981422,7267,MP OR LOF OR IF,MP@p90 OR LOF@p90 OR IF@p90,"{'MP': 1.8793718691491197, 'LOF': 1.2515862974260574, 'IF': 0.5088267634912716}",90,,90.0,90.0
0.6137668185798163,0.17674418604651163,0.47107438016528924,0.2570462232243517,4948,1593,384,342,1935,26.62721893491124,7267,MP OR Z OR IF,MP@p90 OR Z@p90 OR IF@p90,"{'MP': 1.8793718691491197, 'Z': 1.9618615113881033, 'IF': 0.5088267634912716}",90,90.0,,90.0
