detector,parameter,percentile,threshold,flagged_points,flagged_rate_%,auc,precision,recall,f1,tp,fp,tn,fn,n_eval
Matrix Profile,m=12h,90.0,1.8793718691491197,727,10.004128250997661,0.4909359610475648,0.1155433287482806,0.11570247933884298,0.11562284927735719,84,643,5898,642,7267
Matrix Profile,m=12h,92.0,1.9369064888021124,582,8.008806935461676,0.4909359610475648,0.1134020618556701,0.09090909090909091,0.10091743119266056,66,516,6025,660,7267
Matrix Profile,m=12h,95.0,2.0441557230389535,364,5.008944543828265,0.4909359610475648,0.12912087912087913,0.06473829201101929,0.08623853211009175,47,317,6224,679,7267
Matrix Profile,m=12h,97.0,2.1274994965344325,218,2.9998623916334113,0.4909359610475648,0.12844036697247707,0.03856749311294766,0.059322033898305086,28,190,6351,698,7267
Matrix Profile,m=12h,98.0,2.1902390667101694,146,2.0090821521948534,0.4909359610475648,0.1095890410958904,0.02203856749311295,0.03669724770642202,16,130,6411,710,7267
Matrix Profile,m=12h,99.0,2.2699698509656385,73,1.0045410760974267,0.4909359610475648,0.0821917808219178,0.008264462809917356,0.015018773466833541,6,67,6474,720,7267
Matrix Profile,m=12h,99.5,2.335460089692566,37,0.5091509563781478,0.4909359610475648,0.08108108108108109,0.004132231404958678,0.007863695937090432,3,34,6507,723,7267
Matrix Profile,m=12h,99.9,2.444124524845189,8,0.11008669327095087,0.4909359610475648,0.125,0.0013774104683195593,0.0027247956403269754,1,7,6534,725,7267
